
@attribute Name string
@attribute Platform { Wii, NES, GB, DS, X360, PS3, PS2, SNES, GBA, 3DS, PS4, N64, PS, XB, PC, 2600, PSP, XOne, GC, WiiU, GEN, DC, PSV, SAT, SCD, WS, NG, TG16, 3DO, GG, PCFX }
@attribute Year { 2006, 1985, 2008, 2009, 1996, 1989, 1984, 2005, 1999, 2007, 2010, 2013, 2004, 1990, 1988, 2002, 2001, 2011, 1998, 2015, 2012, 2014, 1992, 1997, 1993, 1994, 1982, 2003, 1986, 2000, 1995, 2016, 1991, 1981, 1987, 1980, 1983, 2020, 2017 }
@attribute Genre { Sports, Platform, Racing, Role-Playing, Puzzle, Misc, Shooter, Simulation, Action, Fighting, Adventure, Strategy }
@attribute Publisher { Nintendo, Microsoft Game Studios, Take-Two Interactive, Sony Computer Entertainment, Activision, Ubisoft, Bethesda Softworks, Electronic Arts, Sega, SquareSoft, Atari, 505 Games, Capcom, GT Interactive, Konami Digital Entertainment, Sony Computer Entertainment Europe, Square Enix, LucasArts, Virgin Interactive, Warner Bros. Interactive Entertainment, Universal Interactive, Eidos Interactive, RedOctane, Vivendi Games, Enix Corporation, Namco Bandai Games, Palcom, Hasbro Interactive, THQ, Fox Interactive, Acclaim Entertainment, MTV Games, Disney Interactive Studios, Majesco Entertainment, Codemasters, Red Orb, Level 5, Arena Entertainment, Midway Games, JVC, Deep Silver, 989 Studios, NCSoft, UEP Systems, Parker Bros., Maxis, Imagic, Tecmo Koei, Valve Software, ASCII Entertainment, Mindscape, Infogrames, Unknown, Square, Valve, Activision Value, Banpresto, D3Publisher, Oxygen Interactive, Red Storm Entertainment, Video System, Hello Games, Global Star, Gotham Games, Westwood Studios, GungHo, Crave Entertainment, Hudson Soft, Coleco, Rising Star Games, Atlus, TDK Mediactive, ASC Games, Zoo Games, Accolade, Sony Online Entertainment, 3DO, RTL, Natsume, Focus Home Interactive, Alchemist, Black Label Games, SouthPeak Games, Mastertronic, Ocean, Zoo Digital Publishing, Psygnosis, City Interactive, Empire Interactive, Success, Compile, Russel, Taito, Agetec, GSP, Microprose, Play It, Slightly Mad Studios, Tomy Corporation, Sammy Corporation, Koch Media, Game Factory, Titus, Marvelous Entertainment, Genki, Mojang, Pinnacle, CTO SpA, TalonSoft, Crystal Dynamics, SCi, Quelle, mixi, Inc, Rage Software, Ubisoft Annecy, Scholastic Inc., Interplay, Mystique, ChunSoft, Square EA, 20th Century Fox Video Games, Avanquest Software, Hudson Entertainment, Nordic Games, Men-A-Vision, Nobilis, Big Ben Interactive, Touchstone, Spike, Jester Interactive, Nippon Ichi Software, LEGO Media, Quest, Illusion Softworks, Tigervision, Funbox Media, Rocket Company, Metro 3D, Mattel Interactive, IE Institute, Rondomedia, Sony Computer Entertainment America, Universal Gamex, Ghostlight, Wizard Video Games, BMG Interactive Entertainment, PQube, Trion Worlds, Laguna, Ignition Entertainment, Takara, Kadokawa Shoten, Destineer, Enterbrain, Xseed Games, Imagineer, System 3 Arcade Software, CPG Products, Aruze Corp, Gamebridge, Midas Interactive Entertainment, Jaleco, Answer Software, XS Games, Activision Blizzard, Pack In Soft, Rebellion, Xplosiv, GameMill Entertainment, Wanadoo, NovaLogic, Telltale Games, Epoch, BAM! Entertainment, Knowledge Adventure, Mastiff, Tetris Online, Harmonix Music Systems, ESP, TYO, Telegames, Mud Duck Productions, Screenlife, Pioneer LDC, Magical Company, Mentor Interactive, Kemco, Human Entertainment, Avanquest, Data Age, Electronic Arts Victor, Black Bean Games, Jack of All Games, 989 Sports, Takara Tomy, Media Rings, Elf, Starfish, Zushi Games, Jorudan, Destination Software, Inc, New, Brash Entertainment, ITT Family Games, PopCap Games, Home Entertainment Suppliers, Ackkstudios, Starpath Corp., P2 Games, BPS, Gathering of Developers, NewKidCo, Storm City Games, CokeM Interactive, CBS Electronics, Magix, Marvelous Interactive, Kalypso Media, Nihon Falcom Corporation, Wargaming.net, Angel Studios, Arc System Works, Playmates, SNK Playmore, Hamster Corporation, From Software, Nippon Columbia, Nichibutsu, Little Orbit, Conspiracy Entertainment, DTP Entertainment, Hect, Mumbo Jumbo, Pacific Century Cyber Works, Indie Games, Liquid Games, NEC, Axela, ArtDink, Sunsoft, Gust, SNK, NEC Interchannel, FuRyu, Xing Entertainment, ValuSoft, Victor Interactive, Detn8 Games, American Softworks, Nordcurrent, Bomb, Falcom Corporation, AQ Interactive, CCP, Milestone S.r.l., JoWood Productions, Seta Corporation, On Demand, NCS, Aspyr, Gremlin Interactive Ltd, Agatsuma Entertainment, Compile Heart, Culture Brain, Mad Catz, Shogakukan, Merscom LLC, Rebellion Developments, Nippon Telenet, TDK Core, bitComposer Games, Foreign Media Games, Astragon, SSI, Kadokawa Games, Idea Factory, Performance Designed Products, Asylum Entertainment, Core Design Ltd., PlayV, UFO Interactive, Idea Factory International, Playlogic Game Factory, Essential Games, Adeline Software, Funcom, Panther Software, Blast! Entertainment Ltd, Game Life, DSI Games, Avalon Interactive, Popcorn Arcade, Neko Entertainment, Vir2L Studios, Aques, Syscom, White Park Bay Software, System 3, Vatical Entertainment, Daedalic, EA Games, Media Factory, Vic Tokai, The Adventure Company, Game Arts, Broccoli, Acquire, General Entertainment, Excalibur Publishing, Imadio, Swing! Entertainment, Sony Music Entertainment, Aqua Plus, Paradox Interactive, Hip Interactive, DreamCatcher Interactive, Tripwire Interactive, Sting, Yacht Club Games, SCS Software, Bigben Interactive, Havas Interactive, Slitherine Software, Graffiti, Funsta, Telstar, U.S. Gold, DreamWorks Interactive, Data Design Interactive, MTO, DHM Interactive, FunSoft, SPS, Bohemia Interactive, Reef Entertainment, Tru Blu Entertainment, Moss, T&E Soft, O-Games, Aksys Games, NDA Productions, Data East, Time Warner Interactive, Gainax Network Systems, Daito, O3 Entertainment, Gameloft, Xicat Interactive, Simon & Schuster Interactive, Valcon Games, PopTop Software, TOHO, HMH Interactive, 5pb, Cave, CDV Software Entertainment, Microids, PM Studios, Paon, Micro Cabin, GameTek, Benesse, Type-Moon, Enjoy Gaming ltd., Asmik Corp, Interplay Productions, Asmik Ace Entertainment, inXile Entertainment, Image Epoch, Phantom EFX, Evolved Games, responDESIGN, Culture Publishers, Griffin International, Hackberry, Hearty Robin, Nippon Amuse, Origin Systems, Seventh Chord, Mitsui, Milestone, Abylight, Flight-Plan, Glams, Locus, Warp, Daedalic Entertainment, Alternative Software, Myelin Media, Mercury Games, Irem Software Engineering, Sunrise Interactive, Elite, Evolution Games, Tivola, Global A Entertainment, Edia, Athena, Aria, Gamecock, Tommo, Altron, Happinet, iWin, Media Works, Fortyfive, Revolution Software, Imax, Crimson Cow, 10TACLE Studios, Groove Games, Pack-In-Video, Insomniac Games, Ascaron Entertainment GmbH, Asgard, Ecole, Yumedia, Phenomedia, HAL Laboratory, Grand Prix Games, DigiCube, Creative Core, Kaga Create, WayForward Technologies, LSP Games, ASCII Media Works, Coconuts Japan, Arika, Ertain, Marvel Entertainment, Prototype, Phantagram, 1C Company, The Learning Company, TechnoSoft, Vap, Misawa, Tradewest, Team17 Software, Yeti, Pow, Navarre Corp, MediaQuest, Max Five, Comfort, Monte Christo Multimedia, Pony Canyon, Riverhillsoft, Summitsoft, Milestone S.r.l, Playmore, MLB.com, Kool Kizz, Flashpoint Games, 49Games, Legacy Interactive, Alawar Entertainment, CyberFront, Cloud Imperium Games Corporation, Societa, Virtual Play Games, Interchannel, Sonnet, Experience Inc., Zenrin, Iceberg Interactive, Ivolgamus, 2D Boy, MC2 Entertainment, Kando Games, Just Flight, Office Create, Mamba Games, Fields, Princess Soft, Maximum Family Games, Berkeley, Fuji, Dusenberry Martin Racing, imageepoch Inc., Big Fish Games, Her Interactive, Kamui, ASK, TopWare Interactive, Headup Games, KSS, Cygames, KID, Quinrose, Sunflowers, dramatic create, TGL, Encore, Extreme Entertainment Group, Intergrow, G.Rev, Sweets, Kokopeli Digital Studios, Number None, Nexon, id Software, BushiRoad, Tryfirst, Strategy First, 7G//AMES, GN Software, Yuke's, Easy Interactive, Licensed 4U, FuRyu Corporation, Lexicon Entertainment, Paon Corporation, Kids Station, GOA, Graphsim Entertainment, King Records, Introversion Software, Minato Station, Devolver Digital, Blue Byte, Gaga, Yamasa Entertainment, Plenty, Views, fonfun, NetRevo, Codemasters Online, Quintet, Phoenix Games, Dorart, Marvelous Games, Focus Multimedia, Imageworks, Karin Entertainment, Aerosoft, Technos Japan Corporation, Gakken, Mirai Shounen, Datam Polystar, Saurus, HuneX, Revolution (Japan), Giza10, Visco, Alvion, Mycom, Giga, Warashi, System Soft, Sold Out, Lighthouse Interactive, Masque Publishing, RED Entertainment, Michaelsoft, Media Entertainment, New World Computing, Genterprise, Interworks Unlimited, Inc., Boost On, Stainless Games, EON Digital Entertainment, Epic Games, Naxat Soft, Ascaron Entertainment, Piacci, Nitroplus, Paradox Development, Otomate, Ongakukan, Commseed, Inti Creates, Takuyo, Interchannel-Holon, Rain Games, UIG Entertainment }
@attribute Global_Sales string

@data
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,3.63
TV Anime Idolm,,,,,
Gotcha Force,GC,2003.0,Shooter,Capcom,0.03
South Park: Chef's Luv Shack,N64,1999.0,Misc,Acclaim Entertainment,0.24
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.35
Ty the Tasmanian Tiger,XB,2002.0,Platform,Electronic Arts,0.18
Trick x Logic: Season 1,PSP,2010.0,Adventure,Sony Computer Entertainment,0.05
Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.04
Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,0.01
NFL GameDay 2003,PS2,,Sports,Unknown,0.4
DarkStar One,PC,2006.0,Simulation,Ubisoft,0.04
Story Hour: Fairy Tales,Wii,2008.0,Adventure,Zoo Digital Publishing,0.04
99 no Namida,DS,2008.0,Adventure,Namco Bandai Games,0.04
The LEGO Movie Videogame,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.06
Pet in TV,PS,1997.0,Strategy,Sony Computer Entertainment,0.4
The Rise of the Argonauts,PC,2008.0,Role-Playing,Codemasters,0.01
The Chronicles of Narnia: The Lion The Witch and The Wardrobe,PS2,2005.0,Action,Disney Interactive Studios,0.43
Kirby's Dream Land 3,SNES,1997.0,Platform,Nintendo,0.36
Transformers: Dark of the Moon,X360,2011.0,Action,Activision,0.29
Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.12
The Settlers IV,PC,2001.0,Strategy,Blue Byte,0.02
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.04
HotBrain,PSP,2007.0,Puzzle,Midway Games,0.03
Kisuato,PSV,2015.0,Adventure,TGL,0.03
Madden NFL 06,X360,,Sports,Electronic Arts,0.59
Alleyway,GB,1989.0,Puzzle,Nintendo,1.94
Binary Star,PSV,2014.0,Adventure,Idea Factory,0.01
The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.09
Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.58
NFL Fever 2004,XB,2003.0,Sports,Microsoft Game Studios,0.32
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010.0,Sports,Konami Digital Entertainment,0.23
NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.16
Robots,DS,2005.0,Action,Vivendi Games,0.14
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007.0,Role-Playing,Rising Star Games,0.01
Sin and Punishment: Star Successor,Wii,2009.0,Shooter,Nintendo,0.44
Tales of the World: Narikiri Dungeon 2,GBA,2002.0,Role-Playing,Namco Bandai Games,0.19
Chou Jigen Game Neptune Mk-II,PS3,2011.0,Role-Playing,Compile Heart,0.09
Avatar: The Game,Wii,2009.0,Action,Ubisoft,0.73
Timeshock! Pro Pinball,PS,1998.0,Misc,Empire Interactive,0.03
Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000.0,Misc,Sony Computer Entertainment,0.09
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0.1
RLH: Run Like Hell,XB,2003.0,Shooter,Avalon Interactive,0.04
Pinobee: Wings of Adventure,GBA,2001.0,Platform,Hudson Entertainment,0.08
Band Hero,PS3,2009.0,Misc,Activision,0.75
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011.0,Action,THQ,0.09
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.02
Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games,0.06
World War II Combat: Road To Berlin,XB,2006.0,Shooter,Groove Games,0.03
Pariah,XB,2005.0,Action,Hip Interactive,0.1
River King: Wonderful Journey,PS2,2005.0,Sports,505 Games,0.03
Dragon Rage,PS2,2001.0,Shooter,3DO,0.06
Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.99
Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.04
Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,0.27
Dark Summit,GC,2002.0,Sports,THQ,0.05
Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,0.01
Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.14
Alone in the Dark: The New Nightmare,PS,,Adventure,Infogrames,0.16
Cabela's Dangerous Hunts 2009,PS2,2008.0,Sports,Activision Value,0.18
Turbo: Super Stunt Squad,PS3,2013.0,Sports,D3Publisher,0.02
Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.75
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.07
Battle Arena Toshinden Remix,SAT,1994.0,Fighting,Sega,0.12
Backyard NFL Football '10,PS2,2009.0,Sports,Atari,0.06
Naruto: Clash of Ninja (JP sales),GC,2003.0,Fighting,Tomy Corporation,0.21
Hyperdimension Neptunia,PSV,2013.0,Role-Playing,Compile Heart,0.18
Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.04
Drone Tactics,DS,2007.0,Strategy,Success,0.02
Demolition Racer,PS,1998.0,Racing,Infogrames,0.31
Le Mans 24 Hours,PS2,2001.0,Racing,Infogrames,0.2
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007.0,Simulation,Konami Digital Entertainment,0.02
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,4.67
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.0,Role-Playing,Hudson Soft,0.26
Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.05
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,0.07
Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.41
Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.22
Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.12
Harvey Birdman: Attorney at Law,PS2,2008.0,Adventure,Capcom,0.12
PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.17
Hasbro Family Game Night,Wii,2008.0,Puzzle,Electronic Arts,1.45
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,Namco Bandai Games,0.04
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.07
WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.99
Kamigami no Asobi,PSP,2013.0,Adventure,Broccoli,0.03
X-Men: Children of the Atom,SAT,1995.0,Fighting,Acclaim Entertainment,0.21
Imagine: Teacher,DS,2008.0,Simulation,Ubisoft,1.72
NBA ShootOut 2000,PS,1999.0,Sports,989 Studios,0.4
NBA Live 09,PSP,2008.0,Sports,Electronic Arts,0.39
Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.11
Touch My Katamari,PSV,2011.0,Puzzle,Namco Bandai Games,0.14
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993.0,Platform,Namco Bandai Games,0.46
Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.03
NASCAR: Dirt to Daytona,GC,2002.0,Racing,Infogrames,0.09
Pac-Man World Rally,PSP,2006.0,Racing,Namco Bandai Games,0.04
SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.51
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,Bethesda Softworks,0.1
Pimp My Ride,Wii,2008.0,Racing,Activision,0.11
Robots,XB,2005.0,Action,Vivendi Games,0.09
Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,0.13
Divinity: Original Sin,PS4,2015.0,Role-Playing,Focus Home Interactive,0.27
Jikkyou Powerful Pro Yakuu '94,SNES,1994.0,Sports,Konami Digital Entertainment,0.41
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,0.07
Derby Stallion 64,N64,2001.0,Sports,Media Factory,0.15
Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,1.5
Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.05
LEGO The Lord of the Rings,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.97
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,1.18
The King of Fighters '94,NG,1994.0,Fighting,SNK,0.12
Pro Evolution Soccer 2017,PS3,2016.0,Sports,Konami Digital Entertainment,0.06
Project Hacker: Kakusei,DS,2006.0,Action,Nintendo,0.1
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.12
MVP Baseball,PSP,2005.0,Sports,Electronic Arts,0.21
Outlaw Golf: Nine Holes of Christmas,XB,2002.0,Sports,Simon & Schuster Interactive,0.11
Astro Boy,PS2,2004.0,Action,Sega,0.09
Simpsons Wrestling,PS,2001.0,Fighting,Electronic Arts,1.51
Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,Electronic Arts,0.09
Hasbro Family Game Night 3,X360,2010.0,Misc,Electronic Arts,0.21
Batman: Arkham City,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.38
Rec Room Games,DS,2011.0,Sports,Destineer,0.07
The Suffering,XB,2004.0,Action,Midway Games,0.22
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010.0,Strategy,Konami Digital Entertainment,0.35
DeathSmiles II,X360,2010.0,Shooter,Cave,0.03
SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.53
Sega Touring Car Championship,SAT,1996.0,Racing,Sega,0.11
Monster High: New Ghoul in School,PS3,2015.0,Action,Little Orbit,0.07
Animal Crossing: Wild World,DS,2005.0,Simulation,Nintendo,12.27
L.A. Rush,PS2,2005.0,Racing,Midway Games,0.47
IA/VT Colorful,PSV,2015.0,Misc,Marvelous Entertainment,0.07
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,3.54
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002.0,Misc,Sammy Corporation,0.2
Lunar Knights,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.24
Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,0.29
Mobile Suit Gundam: Lost War Chronicles,PS2,2002.0,Shooter,Namco Bandai Games,0.39
Emergency! Disaster Rescue Squad,DS,2009.0,Simulation,Destineer,0.03
Sakura Wars 4: Koi Seyo Otome,DC,2002.0,Adventure,Sega,0.29
Final Fantasy,NES,1987.0,Role-Playing,SquareSoft,0.84
Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.56
RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.1
Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.74
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.05
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011.0,Adventure,Alchemist,0.03
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010.0,Misc,D3Publisher,0.02
Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.79
Paper Mario,N64,2000.0,Role-Playing,Nintendo,1.38
Lizzie McGuire 3: Homecoming Havoc,GBA,2005.0,Platform,Disney Interactive Studios,0.3
Major League Baseball 2K6,GC,2006.0,Sports,Take-Two Interactive,0.17
Cabela's Legendary Adventures,Wii,2008.0,Sports,Activision,0.18
Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,8.06
What Did I Do to Deserve This My Lord!? 2,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.24
Tony Hawk's Pro Skater,N64,2000.0,Sports,Activision,2.11
Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,Electronic Arts,0.42
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010.0,Strategy,Nintendo,0.27
Kenshuui Tendo Dokuta,DS,2004.0,Simulation,Spike,0.08
Yamaha Supercross,Wii,2009.0,Racing,Zoo Digital Publishing,0.07
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.16
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,Square Enix,0.79
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,3.92
Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.,0.17
Fatal Fury: Wild Ambition,PS,1999.0,Fighting,SNK Playmore,0.05
The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,0.01
Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,1.92
Izumo 2,PS2,2006.0,Adventure,GN Software,0.01
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013.0,Fighting,Marvelous Entertainment,0.36
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,0.02
Super Princess Peach,DS,2005.0,Platform,Nintendo,1.07
Mission: Impossible - Operation Surma,GBA,2003.0,Platform,Atari,0.04
Babysitting Mania,DS,2008.0,Simulation,Majesco Entertainment,0.26
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.35
Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,1.0
Catherine,PS3,2011.0,Adventure,Deep Silver,0.72
NHL 11,X360,2010.0,Sports,Electronic Arts,0.73
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,0.32
Pure,PS3,2008.0,Racing,Disney Interactive Studios,0.9
Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,0.01
Mega Man: Dr. Wily's Revenge,GB,1991.0,Platform,Nintendo,0.28
Godzilla Generations,DC,1998.0,Action,Sega,0.08
Initial D: Extreme Stage,PS3,2008.0,Racing,Sega,0.08
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,Atari,0.01
Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.05
Deepak Chopra's Leela,Wii,2011.0,Misc,THQ,0.14
CT Special Forces,GBA,2002.0,Action,LSP Games,0.03
NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,1.1
The Amazing Spider-Man (DS & Mobile Versions),PSP,2009.0,Action,Eidos Interactive,0.01
Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.22
S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.03
Madden NFL 2003,XB,2002.0,Sports,Electronic Arts,0.71
Pikmin,GC,2001.0,Strategy,Nintendo,1.63
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.65
Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.15
Dead or Alive 5,PSV,2013.0,Fighting,Tecmo Koei,0.1
Age of Mythology: The Titans,PC,2003.0,Strategy,Microsoft Game Studios,0.04
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008.0,Strategy,Tecmo Koei,0.03
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007.0,Misc,Gakken,0.02
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.15
NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.42
Tom Clancy's EndWar,PSP,2008.0,Strategy,Ubisoft,0.12
Disney's Tarzan,N64,2000.0,Platform,Activision,0.2
WipEout Fusion,PS2,2002.0,Racing,Sony Computer Entertainment,0.25
I Spy: Spooky Mansion,Wii,2010.0,Puzzle,Storm City Games,0.29
NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.53
Touch the Dead,DS,2007.0,Shooter,Eidos Interactive,0.22
Oil Rush,PC,2012.0,Strategy,Iceberg Interactive,0.02
Donkey Kong 64,N64,1999.0,Platform,Nintendo,5.27
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,2.91
Elebits: The Adventures of Kai and Zero,DS,2008.0,Adventure,Konami Digital Entertainment,0.08
Warriors Orochi 3,PS3,2011.0,Action,Ubisoft Annecy,0.62
Jeopardy!,Wii,2010.0,Misc,THQ,0.59
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,0.01
Karaoke Revolution,X360,2009.0,Misc,Konami Digital Entertainment,0.12
Top Gear Rally,GBA,2003.0,Racing,Kemco,0.09
Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03
Poupee Girl DS,DS,2009.0,Misc,Alvion,0.02
Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.62
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.97
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.1
NHL 17,PS4,2016.0,Sports,Electronic Arts,0.2
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.96
Jewels of the Tropical Lost Island,DS,2010.0,Puzzle,Storm City Games,0.24
Zoids Dash,DS,2006.0,Role-Playing,Tomy Corporation,0.02
WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,1.05
Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,0.02
Virtua Quest,GC,,Role-Playing,Unknown,0.01
The Legend of Zelda: Link's Awakening DX,GB,1998.0,Adventure,Nintendo,2.22
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.03
Motor Toon Grand Prix (Japan),PS,1994.0,Racing,Sony Computer Entertainment,0.07
FIFA 14,PS4,2013.0,Sports,Electronic Arts,2.9
Disney's Aladdin,GBA,2003.0,Platform,Capcom,0.03
Gyromite,NES,1985.0,Puzzle,Nintendo,1.32
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002.0,Misc,Sammy Corporation,0.28
Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.03
Midway Arcade Treasures 3,XB,2005.0,Misc,Midway Games,0.08
Rocky: Legends,PS2,2004.0,Action,Ubisoft,0.27
Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.38
F1 2011,PS3,2011.0,Racing,Codemasters,1.22
Titanfall,XOne,2014.0,Shooter,Electronic Arts,2.9
Gintama: Banji Oku Chuubu!,Wii,2007.0,Action,Namco Bandai Games,0.03
Meru Purana,PS,1996.0,Strategy,Gust,0.01
Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.38
FIFA 12,3DS,2011.0,Sports,Electronic Arts,0.39
Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.16
Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,9.09
Deer Drive: Legends,3DS,2012.0,Action,Maximum Family Games,0.03
Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,0.05
Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.94
