//@relation converted_csv
@attribute Rank numeric
@attribute Name string
@attribute Platform string
@attribute Year numeric
@attribute Genre string
@attribute Publisher string
@attribute NA_Sales numeric
@attribute EU_Sales numeric
@attribute JP_Sales numeric
@attribute Other_Sales numeric
@attribute Global_Sales numeric

@data
937,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85
1015,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,1.75
3337,Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,0.19,0.11,0.25,0.06,0.6
13316,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05
5104,Petz: Catz 2,PS2,2006,Simulation,Ubisoft,0.18,0.14,0,0.05,0.37
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0,0,0.06,0,0.06
7283,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0,0.01,0.22
14132,Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios,0,0.03,0,0,0.03
15867,Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
9909,Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0,0,0.11,0,0.12
15624,Dancing on Ice,DS,2010,Sports,Ghostlight,0,0.02,0,0,0.02
12563,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0,0,0.06,0,0.06
10753,Blast Works: Build Trade Destroy,Wii,2008,Shooter,Eidos Interactive,0.09,0,0,0.01,0.1
16100,Super PickUps,Wii,2009,Racing,XS Games,0.01,0,0,0,0.01
432,LEGO Batman: The Videogame,Wii,nan,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
3867,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0,0,0.52,0,0.52
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9434,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13
14796,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
6186,Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.18,0.08,0,0.02,0.28
3087,Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0.47,0.17,0,0.01,0.66
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,Konami Digital Entertainment,0,0,0.21,0,0.21
3560,LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0,0.05,0.56
2276,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0,0,0.55,0,0.55
12914,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0,0,0,0.05
1668,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0,0.15,1.2
5286,Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0,0,0.02,0,0.02
10106,PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,0,0.1,0,0.01,0.11
448,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
8321,Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17
3270,WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,0.25,0.23,0,0.14,0.62
11750,Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07
3094,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07,0.66
14871,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0,0.02,0,0,0.03
8415,Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0,0.01,0.17
11610,Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0,0,0,0.08
6980,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
4805,Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,0.31,0.08,0,0.01,0.4
5024,SSX 3,GC,2003,Sports,Electronic Arts,0.29,0.08,0,0.01,0.38
11359,Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.08,0,0,0.01,0.08
11586,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
11419,Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0.01,0,0.01,0.08
4548,Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43
10430,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.09,0.01,0,0.01,0.1
11181,Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0,0.01,0.09
7397,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0,0.02,0.21
10966,Dora's Big Birthday Adventure,DS,2010,Misc,Take-Two Interactive,0.08,0.01,0,0.01,0.09
9079,SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14
4682,NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41
4511,Overwatch,PC,2016,Shooter,Activision,0.22,0.18,0,0.04,0.43
15546,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,0,0,0.02,0,0.02
3505,Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.37,0,0.12,0.57
411,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28
244,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
13963,Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
10612,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01,0.1
12196,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07
11632,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.08
10041,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,0.11,0,0.11
11467,Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01,0.08
8144,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18
11973,Pro Yaky? Spirits 2011,3DS,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
6574,Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26
10782,Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0,0.01,0.1
9342,Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,0.13,0,0.13
15748,LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02
9621,SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13
2283,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0,0.13,0.91
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0,0.01,0.08
3525,Warhammer 40000: Space Marine,X360,2011,Shooter,THQ,0.25,0.27,0,0.06,0.57
7232,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0,0.01,0.22
6541,SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,0,0,0.26,0,0.26
4321,Enter the Matrix,GC,2003,Action,Atari,0.34,0.09,0.02,0.01,0.45
13843,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04
2631,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78
6929,Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0,0.02,0.24
3940,NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02,0.51
696,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29
27,Pokemon Black/Pokemon White,DS,2010,Role-Playing,Nintendo,5.57,3.28,5.65,0.82,15.32
8993,Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.13,0,0.01,0.01,0.15
12443,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,0.06,0,0.06
10243,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0,0,0.01,0.11
12392,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06
9888,HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01,0.12
400,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
5813,Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive,0.23,0.07,0,0.01,0.31
3980,Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0,0.06,0.5
16198,Legoland,PC,1999,Action,LEGO Media,0,0.01,0,0,0.01
12419,Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06
7785,Mystery Tales of Time Travel,DS,2010,Puzzle,Foreign Media Games,0.01,0.16,0,0.02,0.19
2625,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79
11889,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0,0,0.01,0.07
13421,Family Fortunes,DS,2009,Misc,Mindscape,0,0.04,0,0,0.05
4535,Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.15,0.22,0,0.06,0.43
12023,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0,0,0,0.07
7168,Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22
12273,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0,0,0.06,0,0.06
5338,Def Jam Icon,X360,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.35
6088,NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29
2171,PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96
5287,Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35
12448,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
5436,Avatar: The Last Airbender,DS,2006,Adventure,THQ,0.3,0.01,0,0.03,0.34
10762,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0,0,0.01,0.1
3561,Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
6656,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
13044,Downforce,PS2,2002,Racing,Avalon Interactive,0.03,0.02,0,0.01,0.05
13427,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0,0,0.05,0,0.05
6764,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.25
8235,Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02,0.17
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03
9085,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14
3324,Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0,0.02,0.61
2680,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77
5477,Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33
15565,Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,0.01,0,0,0,0.02
12789,The King of Fighters '96,NG,1996,Fighting,SNK,0,0,0.06,0,0.06
11591,Real Robots Final Attack,PS,1998,Shooter,Banpresto,0,0,0.07,0.01,0.08
16010,Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0,0,0.01,0,0.01
14764,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,0.02,0,0,0,0.03
911,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89
14733,Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0,0,0.03
2761,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.16,0,0.09,0.75
1112,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,0,0,1.65,0,1.65
6135,Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.28,0,0.28
9898,Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.08,0,0.03,0.01,0.12
11217,Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,0.09,0,0.09
9625,Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01,0.13
6920,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
14159,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,D3Publisher,0,0,0.03,0,0.03
9379,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
4046,Pokemon Art Academy,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49
14194,Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03
863,Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0,0.19,1.97
10397,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0,0,0.11,0,0.11
11552,BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08
1969,Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0,0.08,1.05
4199,NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47
12338,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0,0,0.06,0,0.06
3802,Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53
15343,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
16440,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
7559,Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0,0.02,0.17
3078,Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.25,0,0.14,0.66
16486,Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01
2912,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7
8266,True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0,0,0.17
3013,Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67
4208,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.47,0,0.47
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
14650,Parfait,PSV,2015,Adventure,TGL,0,0,0.03,0,0.03
10116,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.11
11159,My Stop Smoking Coach: Allen Carr's EasyWay,DS,2008,Misc,Ubisoft,0.07,0.01,0,0.01,0.09
12948,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0.01,0.05
5112,Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision,0.18,0.14,0,0.05,0.37
8226,Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.07,0.02,0.06,0.03,0.17
9335,Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0,0.01,0.13
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06
4554,Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43
5596,Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0,0,0.32,0,0.32
5006,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,2002,Strategy,Namco Bandai Games,0,0,0.38,0,0.38
13537,Top Gun,DS,2006,Simulation,505 Games,0.04,0,0,0,0.04
9890,MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0,0,0.12
3780,LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
5636,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01,0.32
9208,Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.14
7064,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23
2948,Shrek the Third,X360,2007,Action,Activision,0.54,0.1,0,0.06,0.69
3024,Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67
1159,Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6
11627,Ford vs. Chevy,XB,2005,Racing,Global Star,0.06,0.02,0,0,0.08
1641,Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22
15166,Cities in Motion Collection,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02
3990,FIFA 14,PSV,2013,Sports,Electronic Arts,0.11,0.25,0.01,0.13,0.5
11317,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0,0.01,0.08
2593,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0,0.8
2219,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0,0.02,1.45
16578,Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0,0.01
8480,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,0.16
16575,Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
7438,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.15,0.04,0,0.02,0.21
9967,de Blob 2,DS,2011,Platform,THQ,0.09,0.02,0,0.01,0.12
9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.11,0,0,0.01,0.12
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01
12156,Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0,0,0.07
4663,WWE All Stars,PS3,2011,Fighting,THQ,0.16,0.18,0,0.07,0.42
4454,Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0,0.01,0.44
10109,Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0,0.08,0,0.04,0.11
6445,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26
6328,Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0,0.01,0.27
16556,Bound By Flame,X360,2014,Role-Playing,?,0,0.01,0,0,0.01
15434,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
6649,College Hoops 2K6,PS2,nan,Sports,Unknown,0.12,0.1,0,0.03,0.25
11660,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
6273,Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0,0.01,0.27
11338,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
6173,Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,0.27,0,0,0.02,0.28
2444,Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.06,0,0.09,0.85
13634,The Cube,Wii,2012,Action,Funbox Media,0,0.04,0,0,0.04
13061,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05
15109,D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,0,0,0.02,0,0.02
6172,MX SuperFly featuring Ricky Carmichael,PS2,2002,Racing,THQ,0.14,0.11,0,0.04,0.28
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
11673,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0,0,0.08,0,0.08
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03
4890,Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.18,0,0.07,0.39
8581,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,0.11,0.04,0,0,0.16
237,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55
5352,Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,0.32,0,0,0.02,0.34
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04
5661,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
9635,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
9966,Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,0.12
205,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01
12950,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
148,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74,5.95
998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
12586,SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.02,0.06
5142,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37
973,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78
9442,Family Fortunes,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13
925,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.91,0.39,0,0.13,1.43
14435,Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0,0,0.03,0,0.03
15397,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02
4555,Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,0.43
3437,Kirby's Dream Course,SNES,1994,Sports,Nintendo,0,0,0.59,0,0.59
4452,Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0,0,0.44,0,0.44
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
7532,Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2
7896,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.14,0.03,0,0.01,0.19
5235,WWE '12,Wii,2011,Fighting,THQ,0.24,0.09,0,0.03,0.36
43,Mario Kart 7,3DS,2011,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21
2724,Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
3937,Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0,0.01,0.51
7862,Mace: The Dark Age,N64,1997,Fighting,GT Interactive,0.15,0.04,0,0,0.19
8786,Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,0.13,0.01,0,0.01,0.15
9672,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
5442,Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33
7366,World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21
16413,Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
5418,Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34
13610,Scaler,XB,2004,Platform,Global Star,0.03,0.01,0,0,0.04
3522,Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
10061,Sakura Wars: So Long My Love,Wii,2010,Role-Playing,Ackkstudios,0.06,0.04,0,0.01,0.11
4146,Emergency Heroes,Wii,2008,Racing,Ubisoft,0.15,0.27,0,0.06,0.48
15331,Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0,0,0.02,0,0.02
5590,Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.3,0,0,0.03,0.32
15735,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
14683,Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0,0,0.01,0.03
10415,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,0.05,0.04,0.01,0.01,0.11
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21
5314,SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,0.32,0,0,0.02,0.35
9538,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13
7944,Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.18,0,0,0.01,0.19
